Name,Asset Serial Number,Make,Model,Odometer,Odometer unit of measure,Odometer Last Reported Time,Sample Meter,Hour meter unit of measure,Sample Date,Fluid Sample,Lab report number,Lifetime Energy Generated Value,Service Meter Unit,Lifetime Energy Generated Timestamp,Lifetime Fuel Consumed Value,Service Meter Unit,Lifetime Fuel Consumed Timestamp,Severity,Recommendation,Odometer Value,Service Meter Unit,Odometer Timestamp,Hours Value,Service Meter Unit,Analysis Date,Last Known Location,Last Known Location Last Reported Time
040-005,7W802674,CAT,777-05,27242.8308901,mi,2024-03-10T11:51:13-06:00,5034.212082922,h,2023-11-24T00:00Z,RODA DIANT DIR,U330-53353-2609,,,,70305.952942106,usGal,2024-03-10T11:51:13-06:00,Monitor Compartment,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.",,,,3609.2,h,2023-12-21T01:09:50-06:00,"Itaituba, Brazil 68180",2024-03-10T11:51:13-06:00
040-005,7W802674,CAT,777-05,27242.8308901,mi,2024-03-10T11:51:13-06:00,5034.212082922,h,2023-11-24T00:00Z,DIFERENCIAL TRASEIRO,U330-53353-2611,,,,70305.952942106,usGal,2024-03-10T11:51:13-06:00,Monitor Compartment,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.",,,,3609.2,h,2023-12-21T01:12:04-06:00,"Itaituba, Brazil 68180",2024-03-10T11:51:13-06:00
040-005,7W802674,CAT,777-05,27242.8308901,mi,2024-03-10T11:51:13-06:00,5034.212082922,h,2023-11-24T00:00Z,RODA DIANT ESQ,U330-53353-2612,,,,70305.952942106,usGal,2024-03-10T11:51:13-06:00,Monitor Compartment,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.",,,,3609.2,h,2023-12-21T01:12:17-06:00,"Itaituba, Brazil 68180",2024-03-10T11:51:13-06:00
040-005,7W802674,CAT,777-05,27242.8308901,mi,2024-03-10T11:51:13-06:00,5034.212082922,h,2023-11-24T00:00Z,COMANDO F TRAS ESQ,U330-53353-2616,,,,70305.952942106,usGal,2024-03-10T11:51:13-06:00,Monitor Compartment,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.",,,,3609.2,h,2023-12-21T01:16:50-06:00,"Itaituba, Brazil 68180",2024-03-10T11:51:13-06:00
021-007,HLW00825,CAT,352,2.6718953,mi,2024-03-10T08:48:39-06:00,5794.34630214,h,2023-11-24T00:00Z,COMANDO F TRAS ESQ,U330-53353-2600,,,,52349.8399465316,usGal,2024-03-10T08:48:39-06:00,Action Required,"Os teores de Silício e Alumínio sinalizam entrada de poeira que pode ocasionar desgaste em engrenagens, evidenciado pelo teor de Ferro.  Verificar imediatamente danos nas vedações, ruidos anormais e presença de limalhas.  Trocar o óleo e coletar nova amostra na metade do período normal de coleta. Informar as horas do óleo pois esta informação interfere na avaliação.",,,,4490.8,h,2023-12-21T08:52:14-06:00,"Itaituba, Brazil 68180",2024-03-10T08:48:39-06:00
021-007,HLW00825,CAT,352,2.6718953,mi,2024-03-10T08:48:39-06:00,5794.34630214,h,2023-11-24T00:00Z,MOTOR,U330-53353-2597,,,,52349.8399465316,usGal,2024-03-10T08:48:39-06:00,Monitor Compartment,"Nível normal de desgaste. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.",,,,4490.8,h,2023-12-21T08:49:57-06:00,"Itaituba, Brazil 68180",2024-03-10T08:48:39-06:00
021-007,HLW00825,CAT,352,2.6718953,mi,2024-03-10T08:48:39-06:00,5794.34630214,h,2023-11-24T00:00Z,COMANDO F TRAS DIR,U330-53353-2598,,,,52349.8399465316,usGal,2024-03-10T08:48:39-06:00,Action Required,"Os teores de Silício e Alumínio sinalizam entrada de poeira que pode ocasionar desgaste em engrenagens e rolamentos, evidenciado pelos teores de Ferro e Cromo. Verificar imediatamente danos nas vedações, ruídos anormais e presença de limalhas.  Trocar o óleo e coletar nova amostra na metade do período normal de coleta.Informar as horas do óleo pois esta informação interfere na avaliação.",,,,4490.8,h,2023-12-21T08:50:47-06:00,"Itaituba, Brazil 68180",2024-03-10T08:48:39-06:00
021-007,HLW00825,CAT,352,2.6718953,mi,2024-03-10T08:48:39-06:00,5794.34630214,h,2023-11-24T00:00Z,COMANDO GIRO DIR,U330-53353-2599,,,,52349.8399465316,usGal,2024-03-10T08:48:39-06:00,Monitor Compartment,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.",,,,4490.8,h,2023-12-21T08:51:27-06:00,"Itaituba, Brazil 68180",2024-03-10T08:48:39-06:00
021-007,HLW00825,CAT,352,2.6718953,mi,2024-03-10T08:48:39-06:00,5794.34630214,h,2023-11-24T00:00Z,RADIADOR,U060-54002-9166,,,,52349.8399465316,usGal,2024-03-10T08:48:39-06:00,Monitor Compartment,"O teor de Ferro pode indicar desgaste na bomba, linhas de arrefecimento do motor e válvula termostática. Verificar possíveis vazamentos, presença de precipitado, temperatura do sistema, pressão do radiador e nível do líquido.  Coletar nova amostra regularmente.  Informar o nome/modelo do líquido utilizado para melhor avaliação dos resultados.",,,,0.0,h,2024-01-09T04:02:25-06:00,"Itaituba, Brazil 68180",2024-03-10T08:48:39-06:00
021-007,HLW00825,CAT,352,2.6718953,mi,2024-03-10T08:48:39-06:00,5794.34630214,h,2023-11-24T00:00Z,SISTEMA HIDRÁULICO,U330-53353-2596,,,,52349.8399465316,usGal,2024-03-10T08:48:39-06:00,Monitor Compartment,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.",,,,4490.8,h,2023-12-22T00:47:18-06:00,"Itaituba, Brazil 68180",2024-03-10T08:48:39-06:00
040-005,7W802674,CAT,777-05,27242.8308901,mi,2024-03-10T11:51:13-06:00,5034.212082922,h,2023-11-24T00:00Z,SISTEMA HIDRÁULICO,U330-53353-2615,,,,70305.952942106,usGal,2024-03-10T11:51:13-06:00,Monitor Compartment,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.",,,,3609.2,h,2023-12-21T01:13:05-06:00,"Itaituba, Brazil 68180",2024-03-10T11:51:13-06:00
040-005,7W802674,CAT,777-05,27242.8308901,mi,2024-03-10T11:51:13-06:00,5034.212082922,h,2023-11-24T00:00Z,TRANSMISSÃO PS,U330-53353-2613,,,,70305.952942106,usGal,2024-03-10T11:51:13-06:00,Monitor Compartment,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.",,,,3609.2,h,2023-12-21T01:12:51-06:00,"Itaituba, Brazil 68180",2024-03-10T11:51:13-06:00
040-005,7W802674,CAT,777-05,27242.8308901,mi,2024-03-10T11:51:13-06:00,5034.212082922,h,2023-11-24T00:00Z,SISTEMA DE DIREÇÃO,U330-53353-2610,,,,70305.952942106,usGal,2024-03-10T11:51:13-06:00,Monitor Compartment,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.",,,,3609.2,h,2023-12-22T00:47:38-06:00,"Itaituba, Brazil 68180",2024-03-10T11:51:13-06:00
040-005,7W802674,CAT,777-05,27242.8308901,mi,2024-03-10T11:51:13-06:00,5034.212082922,h,2023-11-24T00:00Z,MOTOR,U330-53353-2614,,,,70305.952942106,usGal,2024-03-10T11:51:13-06:00,Monitor Compartment,Nível normal de desgaste.   Monitorar nos intervalos regulares.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.,,,,3609.2,h,2023-12-21T23:43:03-06:00,"Itaituba, Brazil 68180",2024-03-10T11:51:13-06:00
040-011,7W802867,CAT,777-05,23418.851619,mi,2024-03-10T08:50:57-06:00,4365.351270056,h,2023-11-21T00:00Z,MOTOR,U330-53353-2605,,,,55688.087729471605,usGal,2024-03-10T08:50:57-06:00,Monitor Compartment,Nível normal de desgaste.   Monitorar nos intervalos regulares.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.,,,,3002.8,h,2023-12-21T23:42:15-06:00,"Itaituba, Brazil 68180",2024-03-10T08:50:57-06:00
040-011,7W802867,CAT,777-05,23418.851619,mi,2024-03-10T08:50:57-06:00,4365.351270056,h,2023-11-21T00:00Z,DIFERENCIAL TRASEIRO,U330-53353-2607,,,,55688.087729471605,usGal,2024-03-10T08:50:57-06:00,Monitor Compartment,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.",,,,3002.8,h,2023-12-21T01:09:02-06:00,"Itaituba, Brazil 68180",2024-03-10T08:50:57-06:00
040-011,7W802867,CAT,777-05,23418.851619,mi,2024-03-10T08:50:57-06:00,4365.351270056,h,2023-11-21T00:00Z,SISTEMA HIDRÁULICO,U330-53353-2604,,,,55688.087729471605,usGal,2024-03-10T08:50:57-06:00,Monitor Compartment,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.  Primeira amostra do componente. São necessárias mais amostras para acompanhamento da tendência de desgaste.",,,,3002.8,h,2023-12-21T01:07:33-06:00,"Itaituba, Brazil 68180",2024-03-10T08:50:57-06:00
040-011,7W802867,CAT,777-05,23418.851619,mi,2024-03-10T08:50:57-06:00,4365.351270056,h,2023-11-21T00:00Z,RODA DIANT DIR,U330-53353-2602,,,,55688.087729471605,usGal,2024-03-10T08:50:57-06:00,Monitor Compartment,"Nível normal de desgaste. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.",,,,3002.8,h,2023-12-21T01:06:23-06:00,"Itaituba, Brazil 68180",2024-03-10T08:50:57-06:00
040-011,7W802867,CAT,777-05,23418.851619,mi,2024-03-10T08:50:57-06:00,4365.351270056,h,2023-11-21T00:00Z,TRANSMISSÃO PS,U330-53353-2603,,,,55688.087729471605,usGal,2024-03-10T08:50:57-06:00,Monitor Compartment,"Nível normal de desgaste. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.",,,,3002.8,h,2023-12-22T00:47:27-06:00,"Itaituba, Brazil 68180",2024-03-10T08:50:57-06:00
040-011,7W802867,CAT,777-05,23418.851619,mi,2024-03-10T08:50:57-06:00,4365.351270056,h,2023-11-21T00:00Z,SISTEMA DE DIREÇÃO,U330-53353-2606,,,,55688.087729471605,usGal,2024-03-10T08:50:57-06:00,Monitor Compartment,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.",,,,3002.8,h,2023-12-21T08:53:01-06:00,"Itaituba, Brazil 68180",2024-03-10T08:50:57-06:00
040-011,7W802867,CAT,777-05,23418.851619,mi,2024-03-10T08:50:57-06:00,4365.351270056,h,2023-11-21T00:00Z,RODA DIANT ESQ,U330-53353-2601,,,,55688.087729471605,usGal,2024-03-10T08:50:57-06:00,Monitor Compartment,"Nível normal de desgaste. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.",,,,3002.8,h,2023-12-21T01:06:07-06:00,"Itaituba, Brazil 68180",2024-03-10T08:50:57-06:00
055-001,B5600400,CAT,150-14AWD,2489.3986373000002,mi,2023-09-10T03:13:23-06:00,2641.2837796920003,h,2023-11-18T00:00Z,SISTEMA HIDRÁULICO,U330-53353-2570,,,,22849.1097118836,usGal,2023-09-06T13:47:23-06:00,Action Required,"Os teores de Silício e Alumínio sinalizam entrada de poeira, que podem ocasionar desgaste.  O resultado da contagem de partículas acima de -/18/15 é considerado alto para sistemas hidráulicos. Níveis elevados de contaminação por partículas podem gerar desgaste abrasivo, danificar componentes e causar obstrução prematura de filtros.  Verificar imediatamente danos nas vedações, ruídos anormais na bomba e limalhas no filtro.  Trocar o óleo e coletar nova amostra na metade do período normal de coleta.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,3382.0,h,2023-12-21T07:51:04-06:00,"Itaituba, Brazil 68180",2023-10-03T07:00:50-06:00
055-001,B5600400,CAT,150-14AWD,2489.3986373000002,mi,2023-09-10T03:13:23-06:00,2641.2837796920003,h,2023-11-18T00:00Z,TANDEM DIREITO,U330-53353-2574,,,,22849.1097118836,usGal,2023-09-06T13:47:23-06:00,No Action Required,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,3382.0,h,2023-12-21T07:52:41-06:00,"Itaituba, Brazil 68180",2023-10-03T07:00:50-06:00
055-001,B5600400,CAT,150-14AWD,2489.3986373000002,mi,2023-09-10T03:13:23-06:00,2641.2837796920003,h,2023-11-18T00:00Z,TRANSMISSÃO DIFER,U330-53353-2571,,,,22849.1097118836,usGal,2023-09-06T13:47:23-06:00,Action Required,"O teor de Cobre pode indicar possíveis desgastes em mancais, buchas e discos de fricção.  Verificar imediatamente ruídos anormais, dificuldade na troca de marcha e presença de limalhas. Avaliar modo de operação e aplicação do equipamento.  Trocar o óleo e coletar nova amostra na metade do período normal de coleta.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,3382.0,h,2023-12-21T07:51:57-06:00,"Itaituba, Brazil 68180",2023-10-03T07:00:50-06:00
055-001,B5600400,CAT,150-14AWD,2489.3986373000002,mi,2023-09-10T03:13:23-06:00,2641.2837796920003,h,2023-11-18T00:00Z,CX COMANDO CÍRCULO,U330-53353-2569,,,,22849.1097118836,usGal,2023-09-06T13:47:23-06:00,Action Required,Os elevados teores de Alumínio e Cobre associado aos traços de limalhas ferrosas sinalizam possível desgaste de engrenagens e no conjunto parafuso sem fim e coroa. Inspecionar imediatamente presença de limalhas e desgaste no compartimento.  Trocar o óleo e coletar nova amostra na metade do período normal de coleta.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.,,,,3382.0,h,2023-12-21T07:49:50-06:00,"Itaituba, Brazil 68180",2023-10-03T07:00:50-06:00
055-001,B5600400,CAT,150-14AWD,2489.3986373000002,mi,2023-09-10T03:13:23-06:00,2641.2837796920003,h,2023-11-18T00:00Z,COMANDO F DIANT DIR,U330-53353-2572,,,,22849.1097118836,usGal,2023-09-06T13:47:23-06:00,Monitor Compartment,Os teores de Ferro e Cromo podem indicar desgastes em engrenagens e rolamentos. Verificar na inspeção diária ruídos anormais. Na próxima revisão verificar presença de limalhas. Avaliar o modo de operação e aplicação do equipamento.  Trocar o óleo e coletar nova amostra regularmente.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Primeira amostra do componente. São necessárias mais amostras para acompanhamento da tendência de desgaste.,,,,3382.0,h,2023-12-22T00:40:53-06:00,"Itaituba, Brazil 68180",2023-10-03T07:00:50-06:00
055-001,B5600400,CAT,150-14AWD,2489.3986373000002,mi,2023-09-10T03:13:23-06:00,2641.2837796920003,h,2023-11-18T00:00Z,TANDEM ESQUERDO,U330-53353-2568,,,,22849.1097118836,usGal,2023-09-06T13:47:23-06:00,Monitor Compartment,"O teor de Ferro pode indicar desgaste em engrenagens, carcaça e correntes. Verificar na inspeção diária ruídos anormais. Na próxima revisão verificar presença de limalhas e o tensionamento das correntes.  Trocar o óleo e coletar nova amostra regularmente.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,3382.0,h,2023-12-21T07:48:30-06:00,"Itaituba, Brazil 68180",2023-10-03T07:00:50-06:00
055-001,B5600400,CAT,150-14AWD,2489.3986373000002,mi,2023-09-10T03:13:23-06:00,2641.2837796920003,h,2023-11-18T00:00Z,MOTOR,U330-53353-2573,,,,22849.1097118836,usGal,2023-09-06T13:47:23-06:00,Action Required,"A presença excessiva de contaminação por combustível causa degradação do óleo, lubrificação ineficiente por queda da viscosidade, diluição dos aditivos e pode gerar desgaste nos componentes internos, evidenciado pelo teor de Ferro. Detectado elevada oxidação. Verificar imediatamente excesso de operação em marcha lenta, limalhas no filtro, sistema de injeção (ajuste, danos nas vedações/desempenho dos bicos/unidades injetoras), bomba de transferência, consumo, nível e pressão de óleo motor.  Coletar nova amostra na metade do período normal de coleta.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,3382.0,h,2023-12-22T00:42:39-06:00,"Itaituba, Brazil 68180",2023-10-03T07:00:50-06:00
050-003,J3D00349,CAT,D9,8183.8910297,mi,2024-03-10T09:01:33-06:00,4464.398571516,h,2023-11-18T00:00Z,COMANDO F TRAS DIR,U330-53353-2594,,,,52725.2147008392,usGal,2024-03-10T08:46:54-06:00,No Action Required,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Verificar o nome/modelo do óleo utilizado para melhor avaliação dos resultados.",,,,2497.1,h,2023-12-21T08:49:15-06:00,"Itaituba, Brazil 68180",2024-03-10T09:01:33-06:00
050-003,J3D00349,CAT,D9,8183.8910297,mi,2024-03-10T09:01:33-06:00,4464.398571516,h,2023-11-18T00:00Z,COMANDO F TRAS ESQ,U330-53353-2595,,,,52725.2147008392,usGal,2024-03-10T08:46:54-06:00,No Action Required,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Verificar o nome/modelo do óleo utilizado para melhor avaliação dos resultados.",,,,2497.1,h,2023-12-21T08:49:43-06:00,"Itaituba, Brazil 68180",2024-03-10T09:01:33-06:00
050-003,J3D00349,CAT,D9,8183.8910297,mi,2024-03-10T09:01:33-06:00,4464.398571516,h,2023-11-18T00:00Z,MOTOR,U330-53353-2592,,,,52725.2147008392,usGal,2024-03-10T08:46:54-06:00,Monitor Compartment,"O teor de Ferro pode indicar desgaste nas camisas, pistões, eixos comandos, engrenagens e válvulas. Verificar na inspeção diária nível de óleo, eventos de alta temperatura, ruídos e vibrações anormais. Na próxima revisão verificar limalhas no filtro, pressão de lubrificação, operação com baixo nível de óleo (vazamentos) e histórico de complemento de óleo.  Coletar nova amostra regularmente.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,2497.1,h,2023-12-22T00:46:56-06:00,"Itaituba, Brazil 68180",2024-03-10T09:01:33-06:00
050-003,J3D00349,CAT,D9,8183.8910297,mi,2024-03-10T09:01:33-06:00,4464.398571516,h,2023-11-18T00:00Z,SISTEMA HIDRÁULICO,U330-53353-2591,,,,52725.2147008392,usGal,2024-03-10T08:46:54-06:00,No Action Required,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Verificar o nome/modelo do óleo utilizado para melhor avaliação dos resultados.",,,,2497.1,h,2023-12-21T07:57:19-06:00,"Itaituba, Brazil 68180",2024-03-10T09:01:33-06:00
055-001,B5600400,CAT,150-14AWD,2489.3986373000002,mi,2023-09-10T03:13:23-06:00,2641.2837796920003,h,2023-11-18T00:00Z,COMANDO F DIANT ESQ,U330-53353-2567,,,,22849.1097118836,usGal,2023-09-06T13:47:23-06:00,Monitor Compartment,"Os teores de Ferro e Cobre podem indicar desgaste em engrenagens, buchas e arruelas de encosto. Verificar na inspeção diária ruídos anormais. Na próxima revisão verificar presença de limalhas.  Avaliar modo de aplicação e operação do equipamento.  Trocar o óleo e coletar nova amostra regularmente.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Primeira amostra do componente. São necessárias mais amostras para acompanhamento da tendência de desgaste.",,,,3382.0,h,2023-12-22T00:40:14-06:00,"Itaituba, Brazil 68180",2023-10-03T07:00:50-06:00
050-003,J3D00349,CAT,D9,8183.8910297,mi,2024-03-10T09:01:33-06:00,4464.398571516,h,2023-11-18T00:00Z,TRANSMISSÃO,U330-53353-2593,,,,52725.2147008392,usGal,2024-03-10T08:46:54-06:00,Monitor Compartment,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.  Verificar o nome/modelo do óleo utilizado para melhor avaliação dos resultados.",,,,2497.1,h,2023-12-21T08:49:01-06:00,"Itaituba, Brazil 68180",2024-03-10T09:01:33-06:00
040-010,7W802866,CAT,777-05,24070.669798,mi,2024-03-10T04:09:20-06:00,4295.496214172,h,2023-11-17T00:00Z,RODA DIANT ESQ,U330-53347-2186,,,,55100.46310999641,usGal,2024-03-10T04:09:20-06:00,No Action Required,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Informar as horas do componente para melhor acompanhamento.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,0.0,h,2023-12-18T03:20:56-06:00,"Itaituba, Brazil 68180",2024-03-10T04:09:20-06:00
040-010,7W802866,CAT,777-05,24070.669798,mi,2024-03-10T04:09:20-06:00,4295.496214172,h,2023-11-17T00:00Z,COMANDO F TRAS DIR,U330-53347-2183,,,,55100.46310999641,usGal,2024-03-10T04:09:20-06:00,No Action Required,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Informar as horas do componente para melhor acompanhamento.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,0.0,h,2023-12-18T01:51:28-06:00,"Itaituba, Brazil 68180",2024-03-10T04:09:20-06:00
040-010,7W802866,CAT,777-05,24070.669798,mi,2024-03-10T04:09:20-06:00,4295.496214172,h,2023-11-17T00:00Z,COMANDO F TRAS DIR,U330-53347-2190,,,,55100.46310999641,usGal,2024-03-10T04:09:20-06:00,No Action Required,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Informar as horas do componente para melhor acompanhamento.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,0.0,h,2023-12-18T01:56:10-06:00,"Itaituba, Brazil 68180",2024-03-10T04:09:20-06:00
040-010,7W802866,CAT,777-05,24070.669798,mi,2024-03-10T04:09:20-06:00,4295.496214172,h,2023-11-17T00:00Z,RODA DIANT ESQ,U330-53347-2191,,,,55100.46310999641,usGal,2024-03-10T04:09:20-06:00,No Action Required,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Informar as horas do componente para melhor acompanhamento.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,0.0,h,2023-12-18T03:22:08-06:00,"Itaituba, Brazil 68180",2024-03-10T04:09:20-06:00
040-010,7W802866,CAT,777-05,24070.669798,mi,2024-03-10T04:09:20-06:00,4295.496214172,h,2023-11-17T00:00Z,COMANDO F TRAS DIR,U330-53362-2236,,,,55100.46310999641,usGal,2024-03-10T04:09:20-06:00,Monitor Compartment,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,3017.4,h,2024-01-02T01:05:56-06:00,"Itaituba, Brazil 68180",2024-03-10T04:09:20-06:00
040-010,7W802866,CAT,777-05,24070.669798,mi,2024-03-10T04:09:20-06:00,4295.496214172,h,2023-11-17T00:00Z,MOTOR,U330-53347-2189,,,,55100.46310999641,usGal,2024-03-10T04:09:20-06:00,No Action Required,"Nível normal de desgaste. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Verificar horas do óleo e componente. Estão discrepantes.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,0.0,h,2023-12-18T07:54:31-06:00,"Itaituba, Brazil 68180",2024-03-10T04:09:20-06:00
